# Pathway,2827_Abundance,2828_Abundance,2830_Abundance,2831_Abundance,2832_Abundance,2833_Abundance,2834_Abundance,2836_Abundance,2837_Abundance,2839_Abundance,2840_Abundance,2841_Abundance,2842_Abundance,2845_Abundance,2846_Abundance,2847_Abundance,2850_Abundance,2853_Abundance,2854_Abundance,2855_Abundance,2857_Abundance,2858_Abundance,2859_Abundance,2862_Abundance,2866_Abundance,2867_Abundance,2870_Abundance,2871_Abundance,2872_Abundance
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,5.65645e-05,1.47883e-05,4.7036e-05,0.0,1.60854e-05,1.03082e-05,2.39292e-05,1.44466e-05,0.0,3.61567e-05,0.0,0.0,0.0,3.15705e-05,5.10096e-05,0.0,0.0,4.499e-05,0.0,0.0,3.51905e-05,2.63863e-05,2.30737e-05,1.97566e-05,2.93532e-05,8.15172e-05,0.0,2.82426e-05,4.23534e-05
PWY-6549: L-glutamine biosynthesis III,0.0,0.0,1.96648e-05,0.0,6.02683e-06,3.49917e-05,2.43448e-05,2.81086e-05,0.0,5.13498e-05,0.0,0.0,0.0,5.89327e-05,2.8484e-05,0.0,0.0,0.0,0.0,0.0,8.73784e-06,5.0938e-06,0.0,0.0,5.81129e-05,0.0,0.0,0.0,0.0
PWY-6588: pyruvate fermentation to acetone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40819e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,0.0,0.0,0.0,0.0,7.94957e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48026e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6595: superpathway of guanosine nucleotides degradation (plants),0.0,0.0,0.0,0.0,0.0,5.91441e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6606: guanosine nucleotides degradation II,4.60979e-06,0.0,1.26753e-05,0.0,2.64082e-05,1.07276e-05,0.0,1.16199e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.6388e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84041e-05,3.40858e-06,0.0,0.0,0.0
PWY-6607: guanosine nucleotides degradation I,0.0,0.0,0.0,0.0,2.64082e-05,4.6618e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84041e-05,0.0,0.0,0.0,0.0
PWY-6608: guanosine nucleotides degradation III,2.49651e-05,0.0,1.363e-05,0.0,3.67748e-05,1.42331e-05,0.0,2.42949e-05,0.0,2.53977e-05,0.0,0.0,0.0,3.69358e-06,2.58979e-05,0.0,0.0,0.0,1.22724e-05,0.0,0.0,2.50492e-05,0.0,0.0,1.87457e-05,3.51785e-06,0.0,0.0,5.93088e-06
PWY-6609: adenine and adenosine salvage III,0.000161202,1.59803e-05,5.82362e-05,0.000149184,0.000122304,0.000242986,0.000139812,0.000107537,8.61805e-05,0.000249103,0.000193808,0.000102142,8.58704e-05,0.000172391,6.56541e-05,2.1261e-05,1.90827e-05,3.98279e-05,0.000112315,3.26426e-05,3.60949e-05,7.45676e-05,6.21207e-05,0.000163868,9.373e-05,0.00015165,0.0,4.6392e-05,0.00011485
PWY-6628: superpathway of L-phenylalanine biosynthesis,0.0,0.0,0.0,0.0,1.19096e-05,1.62647e-05,1.61156e-05,1.68172e-05,0.0,0.0,0.0,0.0,0.0,3.36392e-05,2.85462e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.47384e-05,0.0,3.01744e-05,0.0,0.0,0.0,0.0,0.0
PWY-6629: superpathway of L-tryptophan biosynthesis,0.000111544,0.0,2.08984e-05,0.0,6.79648e-05,0.000116637,2.4152e-05,5.27828e-05,0.0,4.0029e-05,0.0,0.0,0.0,3.72464e-05,0.0,0.0,0.0,3.03768e-05,2.12491e-05,0.0,0.0,0.0,2.55184e-05,0.0,8.51857e-05,0.0,0.0,0.0,0.0
PWY-6630: superpathway of L-tyrosine biosynthesis,0.0,0.0,9.5723e-06,0.0,1.36553e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6700: queuosine biosynthesis I (de novo),0.000101785,5.22836e-06,5.95464e-05,9.04224e-06,0.000118448,0.000142737,3.52078e-05,0.000122748,8.15106e-05,0.00017787,4.71598e-05,2.07154e-05,4.41945e-05,0.000159699,0.000111589,4.50773e-05,0.0,3.59076e-05,5.27373e-05,1.39004e-05,5.37805e-05,8.39699e-05,2.78046e-05,5.32963e-05,9.5656e-05,3.20781e-05,0.0,3.27788e-05,1.57606e-05
PWY-6703: preQ0 biosynthesis,0.000148406,0.0,3.04253e-05,0.0,5.21832e-05,1.90137e-05,4.30809e-05,6.97443e-05,0.0,4.15443e-05,1.71503e-05,0.0,1.24793e-05,8.31852e-05,7.69119e-05,0.0,0.0,3.19869e-05,1.64533e-05,0.0,6.1864e-06,7.33269e-05,3.54178e-05,3.75226e-05,8.15648e-05,0.0,0.0,0.0,3.32989e-05
PWY-6731: starch degradation III,0.0,0.0,0.0,0.0,2.00594e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6828e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6803: phosphatidylcholine acyl editing,0.0,0.0,0.0,0.0,3.25754e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6823: molybdopterin biosynthesis,0.000137456,1.21851e-05,1.18391e-05,1.96368e-05,8.40739e-06,4.56969e-05,4.53504e-05,6.41243e-05,5.54303e-05,0.000103657,3.8779e-05,0.0,5.68221e-05,4.64381e-05,3.68685e-05,1.44066e-05,3.82971e-06,1.51239e-05,3.01417e-05,5.11011e-06,2.84682e-05,3.90203e-05,8.71225e-06,7.36441e-05,1.52532e-05,3.94257e-05,0.0,0.0,9.04182e-05
PWY-6859: all-trans-farnesol biosynthesis,0.0,1.40684e-05,1.92694e-05,0.0,1.53979e-05,0.0,1.39972e-05,0.0,0.0,0.0,0.0,0.0,1.57209e-05,9.88974e-06,0.0,2.3529e-05,3.69588e-06,0.0,0.0,9.76608e-07,0.0,0.0,0.0,0.0,0.0,1.24477e-05,0.0,0.0,0.0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I,5.82911e-05,1.42269e-05,2.6763e-05,0.0,2.30989e-05,6.11237e-05,1.01363e-05,4.77307e-05,0.0,2.39473e-05,0.0,0.0,1.0795e-05,5.4781e-05,5.79468e-05,0.0,0.0,1.51141e-05,1.14554e-05,0.0,0.0,3.00062e-05,2.81174e-05,0.0,4.15065e-05,0.0,0.0,0.0,1.50051e-05
PWY-6895: superpathway of thiamine diphosphate biosynthesis II,0.0,0.0,3.07867e-05,0.0,0.0,0.0,2.05969e-05,7.17283e-05,0.0,0.0,0.0,0.0,0.0,9.72515e-05,4.5019e-05,0.0,0.0,2.17314e-05,1.34521e-05,0.0,0.0,3.97757e-05,2.31309e-05,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6897: thiamine diphosphate salvage II,4.09191e-05,1.63861e-05,3.6164e-05,2.6945e-05,7.25453e-05,0.000101015,3.83083e-05,8.19847e-05,6.60484e-05,0.00011811,1.21051e-05,1.76038e-05,1.85983e-05,0.000155023,3.87565e-05,2.16031e-05,1.21596e-05,3.13422e-05,2.05062e-05,0.0,2.44711e-05,5.60689e-05,6.09512e-05,4.12638e-05,0.000105453,2.2917e-05,6.9134e-06,6.52273e-05,2.6756e-05
PWY-6901: superpathway of glucose and xylose degradation,0.0,0.0,1.1704e-05,0.0,6.07218e-05,0.0,4.84146e-05,0.0,0.0,0.0,0.0,0.0,2.30965e-05,3.56353e-05,1.56026e-05,0.0,0.0,0.0,2.80706e-05,9.54399e-06,1.8525e-05,0.0,1.31493e-05,0.0,0.0,0.0,0.0,0.0,3.10295e-05
PWY-6902: chitin degradation II (Vibrio),0.0,0.0,0.0,0.0,2.25594e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18677e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49414e-05,0.0,0.0,0.0,0.0
PWY-6936: seleno-amino acid biosynthesis (plants),2.09881e-05,3.62531e-05,1.99407e-05,1.37571e-05,2.79563e-05,2.99424e-05,4.97256e-05,5.93497e-06,1.82071e-05,0.0,0.0,0.0,9.22229e-05,1.41559e-05,3.27255e-05,2.26279e-05,1.14019e-05,0.0,1.20826e-05,4.83056e-06,0.0,0.0,6.77485e-06,4.17696e-05,7.36703e-05,0.0,0.0,1.70102e-05,0.0
PWY-6969: TCA cycle V (2-oxoglutarate synthase),0.0,0.0,1.41474e-05,0.0,0.0,5.41478e-06,1.32325e-05,2.89809e-05,0.0,0.0,0.0,0.0,0.0,1.24866e-05,1.42377e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.3369e-06,0.0,0.0,1.31099e-05,0.0,0.0,0.0,0.0
"PWY-6992: 1,5-anhydrofructose degradation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09719e-06,0.0,0.0,0.0,0.0,0.0,0.0
"PWY-7013: (S)-propane-1,2-diol degradation",0.0,0.0,0.0,0.0,0.0,0.0,1.15475e-05,0.0,4.31008e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24999e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.78568e-06,0.0,0.0,0.0,0.0
PWY-702: L-methionine biosynthesis II,0.0,0.0,0.0,0.0,4.17151e-05,1.09336e-05,9.03803e-06,0.0,7.8792e-06,0.0,0.0,0.0,1.2494e-05,1.42147e-05,1.45622e-05,0.0,0.0,0.0,6.29419e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7111: pyruvate fermentation to isobutanol (engineered),5.80023e-05,2.95498e-05,8.77138e-06,2.74449e-05,0.000198183,0.000142867,0.000102932,0.000137292,9.19527e-05,8.96712e-05,0.0,0.0,5.44514e-05,0.000175129,6.36562e-05,2.58488e-05,0.0,3.87175e-05,7.24276e-05,1.58836e-05,1.05549e-05,0.0,3.2868e-05,8.62784e-05,6.96316e-05,1.80816e-05,0.0,6.08637e-05,5.9353e-05
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",0.0,0.0,9.46442e-06,0.0,0.0,1.11584e-05,8.04024e-06,0.0,0.0,3.35321e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16967e-05,0.0,0.0,0.0,0.0,0.0,0.0
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",0.0,0.0,2.00606e-05,0.0,8.69377e-05,2.59217e-05,1.12248e-05,6.42205e-05,0.0,3.84797e-05,0.0,0.0,0.0,1.51312e-05,3.01242e-05,0.0,0.0,0.0,7.24338e-06,0.0,0.0,0.0,2.35168e-05,3.25512e-05,6.63282e-05,0.0,0.0,2.62878e-05,1.65907e-05
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,5.98647e-05,3.11435e-05,4.70946e-05,0.0,1.65912e-05,1.03823e-05,2.6439e-05,1.47155e-05,0.0,3.59093e-05,0.0,0.0,0.0,3.15937e-05,5.13271e-05,0.0,0.0,5.49228e-05,0.0,0.0,3.65498e-05,2.75526e-05,2.42733e-05,2.89901e-05,3.05757e-05,9.26343e-05,0.0,3.141e-05,4.50196e-05
PWY-7185: UTP and CTP dephosphorylation I,5.30505e-05,6.62002e-05,0.000131985,2.96162e-05,0.000125465,9.05079e-06,9.10753e-05,7.46952e-05,0.0,6.02982e-05,0.000162893,0.0,0.000194679,0.000199453,0.000100351,0.00016191,0.0,0.000111048,2.8654e-05,0.0,2.81023e-05,2.24805e-05,9.47724e-05,9.62078e-05,0.000177834,1.81885e-05,0.0,0.000131659,0.000125759
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation,0.000116475,2.02648e-05,4.51971e-05,0.0,8.23143e-06,6.29846e-06,1.91439e-05,1.03704e-05,0.0,2.42882e-05,0.0,0.0,0.0,2.00842e-05,5.78564e-05,0.0,0.0,4.32039e-05,0.0,0.0,2.64919e-05,5.40049e-05,2.62309e-05,1.96056e-05,1.97817e-05,7.36806e-05,0.0,2.143e-05,3.68223e-05
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV,0.000107933,3.28523e-05,5.2141e-05,0.0,1.4087e-05,1.07518e-05,3.25116e-05,1.98118e-05,0.0,3.72927e-05,0.0,0.0,0.0,3.28261e-05,5.71255e-05,0.0,0.0,5.62235e-05,0.0,0.0,3.84524e-05,5.7261e-05,3.29771e-05,3.09544e-05,3.20037e-05,0.000105359,0.0,3.35429e-05,4.65162e-05
PWY-7199: pyrimidine deoxyribonucleosides salvage,0.000100904,0.00012657,7.52848e-05,0.000111327,1.65723e-05,0.000227048,8.2473e-05,0.000156054,7.3431e-05,0.000226561,9.58955e-05,0.0,0.0,0.000213159,0.000137802,0.0,2.62491e-05,7.80927e-05,5.74668e-05,1.79294e-05,5.94993e-05,0.000100255,6.23322e-05,0.000170926,9.07719e-05,3.79849e-05,0.0,0.000142073,8.42494e-05
PWY-7204: pyridoxal 5'-phosphate salvage II (plants),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.60788e-06,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7208: superpathway of pyrimidine nucleobases salvage,0.000162542,3.01643e-05,6.69453e-05,0.0,1.23369e-05,9.50399e-06,2.85412e-05,1.56099e-05,8.49704e-06,3.69366e-05,0.0,0.0,0.0,3.01695e-05,7.94641e-05,0.0,0.0,6.17357e-05,0.0,0.0,3.89143e-05,6.53249e-05,3.86107e-05,2.89073e-05,2.95967e-05,0.000106119,0.0,3.17627e-05,5.20926e-05
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,6.41581e-05,4.26926e-05,5.22911e-05,0.0,1.50444e-05,1.13884e-05,2.81869e-05,1.61704e-05,0.0,3.90008e-05,0.0,0.0,0.0,3.48225e-05,5.52504e-05,0.0,0.0,6.17122e-05,0.0,0.0,4.14438e-05,2.89794e-05,2.88578e-05,3.2426e-05,3.34904e-05,0.0001022,0.0,3.46801e-05,5.28198e-05
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,0.0,0.0,0.0,0.0,0.0,1.24399e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II,0.00011304,2.12743e-05,3.43727e-05,0.0,9.2259e-06,7.03127e-06,1.97124e-05,1.02818e-05,0.0,2.61811e-05,0.0,0.0,0.0,2.20143e-05,4.03521e-05,0.0,0.0,4.46568e-05,0.0,0.0,2.66211e-05,5.78153e-05,1.65937e-05,2.03376e-05,2.13112e-05,6.72339e-05,0.0,2.15992e-05,3.59576e-05
PWY-7221: guanosine ribonucleotides de novo biosynthesis,0.000162346,0.000491715,0.000157564,0.000295282,0.000347914,0.000353069,0.000147261,0.000241756,6.92558e-05,0.000376996,0.000330933,0.00037208,0.000236006,0.000355621,9.82094e-05,0.000277629,4.37728e-05,0.000167525,0.000113337,0.000357607,0.000144637,7.29213e-05,0.000137146,0.000335643,0.000300492,0.000348114,0.000108766,0.000269777,0.000114769
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II,0.00011304,2.12743e-05,3.43727e-05,0.0,9.2259e-06,7.03127e-06,1.97124e-05,1.02818e-05,0.0,2.61811e-05,0.0,0.0,0.0,2.20143e-05,4.03521e-05,0.0,0.0,4.46568e-05,0.0,0.0,2.66211e-05,5.78153e-05,1.65937e-05,2.03376e-05,2.13112e-05,6.72339e-05,0.0,2.15992e-05,3.59576e-05
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,0.00013962,4.08178e-05,6.23669e-05,0.0,1.80121e-05,1.38099e-05,3.496e-05,1.97856e-05,0.0,4.90398e-05,0.0,0.0,0.0,4.16725e-05,7.44467e-05,0.0,0.0,7.12678e-05,0.0,0.0,4.59312e-05,6.81611e-05,3.67766e-05,3.84042e-05,4.00649e-05,0.000113516,0.0,4.02633e-05,5.73756e-05
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I,0.000195928,7.37991e-05,8.71518e-05,0.0,3.48158e-05,2.6614e-05,5.92205e-05,3.37309e-05,0.0,8.64532e-05,0.0,0.0,0.0,7.69324e-05,8.89899e-05,0.0,0.0,0.000106755,0.0,0.0,7.87463e-05,0.000106388,4.61796e-05,6.35873e-05,7.28459e-05,0.000161964,0.0,6.97523e-05,8.69755e-05
PWY-7234: inosine-5'-phosphate biosynthesis III,0.0,0.000628772,0.000153974,0.000285465,0.000258672,0.000231433,8.22205e-05,0.000171914,0.000141109,0.000208593,0.000775519,0.000304895,0.000190077,0.000329272,0.0,0.000387146,8.81476e-05,0.000120916,0.000110916,0.000272089,0.000216428,0.0,0.000180725,0.000312287,0.000213283,0.000291979,9.70402e-05,0.00035714,0.000171535
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",0.000119848,0.0,1.64316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81635e-05,3.7148e-05,0.0,2.84535e-06,0.0,0.0,0.0,0.0,1.68328e-05,5.6994e-05,0.0,0.0,0.0,0.0,3.66507e-05
PWY-7238: sucrose biosynthesis II,3.6453e-05,6.32168e-05,3.1603e-05,0.000140786,0.000323793,0.00032279,0.000107302,0.00021992,0.000203662,0.000384185,3.71632e-05,2.86833e-05,0.000153792,0.000248668,0.000110349,8.21016e-05,2.5327e-05,8.05977e-05,0.000147907,3.18766e-05,5.05877e-05,0.000144514,3.9058e-05,0.00011866,0.000220327,4.78321e-05,2.38338e-05,0.000199653,3.90782e-05
PWY-7242: D-fructuronate degradation,0.0,1.42648e-05,0.0,1.20342e-05,2.35623e-05,5.29462e-05,1.31828e-05,8.17515e-05,3.83037e-05,0.000129864,1.63993e-05,9.6613e-06,9.10358e-06,4.20067e-05,1.70861e-05,0.0,0.0,0.0,2.27765e-05,8.96774e-06,1.69588e-05,3.92679e-05,0.0,2.42524e-05,5.4016e-05,7.91081e-06,0.0,4.3823e-05,0.0
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",7.66966e-05,0.000245481,8.93182e-05,0.000158428,0.000187481,0.000196134,8.09047e-05,8.42516e-05,8.93127e-05,0.00016639,0.000107079,0.000169333,0.000107961,0.000245218,5.86331e-05,0.000153568,4.14798e-05,7.55683e-05,7.53745e-05,0.000148444,0.0001002,3.59467e-05,7.06598e-05,0.000111315,0.000201902,0.00015847,5.12005e-05,0.000116106,8.29285e-05
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II,0.0,0.00017488,0.0,0.0,0.00012108,0.0,0.0,3.10237e-05,5.98609e-05,0.0,0.0,0.0,6.68106e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94974e-05,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,0.0,1.20747e-05,0.0,0.0,2.39714e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26835e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,0.0,0.0,5.80013e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27872e-05,0.0,0.0,0.0,2.73802e-06,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,0.000122381,0.0,9.30324e-06,0.0,0.00010335,5.17899e-05,0.0,5.63384e-05,0.0,7.18608e-05,0.0,5.4436e-06,0.0,9.22335e-05,4.21957e-05,0.0,0.0,2.30814e-05,1.57815e-05,0.0,3.18657e-05,0.0,2.70448e-05,0.0,0.0,5.09761e-05,0.0,2.12387e-05,1.96342e-05
PWY-7345: superpathway of anaerobic sucrose degradation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42029e-05,5.33733e-05,6.26586e-05,0.0,0.0,6.76768e-05,0.000107522,0.0,0.0,0.0,0.0,3.13991e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7356: thiamine diphosphate salvage IV (yeast),0.0,0.0,0.0,0.0,0.0,1.62648e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast),3.89362e-05,2.81845e-05,8.3132e-05,0.000108308,0.000114029,0.000132925,6.66861e-05,0.000100099,7.65904e-05,0.00023585,2.44844e-05,3.31757e-05,5.90483e-05,0.000167801,4.62561e-05,4.21541e-05,1.34245e-05,2.98714e-05,6.18178e-05,2.8323e-05,2.54832e-05,7.0641e-05,6.60523e-05,4.47855e-05,0.000130895,2.95627e-05,8.40484e-06,0.000137662,5.62164e-05
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II",1.924e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1803e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.57999e-05,6.61977e-06,4.00158e-05,0.0,0.0,0.0,0.0,3.27584e-05
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",0.0,0.0,0.0,0.0,2.02414e-05,2.1611e-05,0.0,0.0,5.88176e-06,4.33568e-05,0.0,0.0,0.0,4.23016e-06,0.0,0.0,0.0,1.96238e-05,7.62394e-06,0.0,7.78137e-06,0.0,0.0,0.0,1.25473e-05,0.0,0.0,0.0,0.0
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",0.0,0.0,0.0,0.0,1.53534e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7392: taxadiene biosynthesis (engineered),0.0,2.13795e-05,2.16846e-05,0.0,2.84721e-05,0.0,2.1676e-05,0.0,0.0,0.0,0.0,0.0,2.14428e-05,1.89714e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71011e-05,0.0,0.0,0.0
PWY-7400: L-arginine biosynthesis IV (archaebacteria),0.0,0.0,0.0,0.0,0.000131217,0.0,8.58651e-05,4.11278e-05,0.0,0.0,0.0,0.0,6.55041e-05,0.0,0.0,0.0,0.0,0.0,9.57674e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PWY-7456: &beta;-(1,4)-mannan degradation",0.0,0.0,0.0,0.0,0.0,6.22428e-06,0.0,0.0,0.0,4.74801e-05,0.0,0.0,0.0,3.22776e-05,2.11192e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7560: methylerythritol phosphate pathway II,0.0,4.55423e-05,3.86213e-05,4.71808e-05,8.12685e-05,0.000147898,4.55128e-05,9.12562e-05,6.61155e-05,0.000124886,0.0,3.0487e-05,4.39958e-05,0.00014021,5.90835e-05,2.24973e-05,0.0,4.34881e-05,4.48113e-05,1.11998e-05,4.2114e-05,1.49155e-05,2.75039e-05,2.44579e-05,7.3532e-05,2.66481e-05,0.0,3.29919e-05,4.48001e-05
PWY-7663: gondoate biosynthesis (anaerobic),4.12448e-05,4.54883e-05,8.14898e-05,0.000135369,8.31408e-05,0.00013538,7.96787e-05,0.000118531,9.79939e-05,0.000172723,0.0,7.88816e-06,0.000196322,0.000192162,8.54496e-05,9.28154e-05,6.36255e-05,5.39082e-05,4.38158e-05,7.22645e-05,9.7941e-05,3.231e-05,5.63707e-05,9.42539e-05,0.000131054,5.51528e-05,2.34419e-05,7.87022e-05,4.6992e-05
PWY-7664: oleate biosynthesis IV (anaerobic),1.32304e-05,0.0,0.0,0.0,6.28818e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62614e-05,0.0,0.0,0.0,0.0,2.92718e-05,0.0,0.0,0.0,0.0,3.9654e-05,2.00482e-05,0.0,0.0,0.0
PWY-7761: NAD salvage pathway II (PNC IV cycle),2.37434e-05,0.0,2.39757e-05,0.0,6.47325e-06,6.29781e-05,3.20613e-05,2.50396e-05,0.0,9.67338e-05,0.0,0.0,3.89089e-05,4.79154e-06,0.0,0.0,0.0,0.0,3.34377e-05,8.17387e-06,3.14663e-05,9.6333e-06,2.07241e-05,1.62141e-05,0.000139293,0.0,0.0,0.0,0.0
PWY-7790: UMP biosynthesis II,0.000191163,0.000590153,0.000233811,0.000335387,0.000364408,0.000452841,0.000156245,0.000298014,0.00018717,0.000403828,0.000763304,0.000385059,0.000260893,0.000395078,0.000151821,0.00029599,9.62843e-05,0.000131042,0.000148684,0.000282129,0.000228015,7.87489e-05,0.000200556,0.00019576,0.000413379,0.000252535,9.2066e-05,0.000331895,0.000170321
PWY-7791: UMP biosynthesis III,0.000191163,0.000590153,0.000233811,0.000335387,0.000364408,0.000452841,0.000156245,0.000298014,0.00018717,0.000403828,0.000763304,0.000385059,0.000260893,0.000395078,0.000151821,0.00029599,9.62843e-05,0.000131042,0.000148684,0.000282129,0.000228015,7.87489e-05,0.000200556,0.00019576,0.000413379,0.000252535,9.2066e-05,0.000331895,0.000170321
PWY-7851: coenzyme A biosynthesis II (eukaryotic),7.52759e-05,0.00027604,9.88677e-05,0.000155496,0.00018272,0.000191626,0.000115638,0.000134835,0.000113429,0.000199091,0.000197273,0.000173837,0.000186102,0.000242188,0.000125176,0.000195191,4.49488e-05,0.000105858,7.30103e-05,0.000160718,0.000121899,4.16612e-05,4.65018e-05,0.00015145,0.000244524,0.000172803,1.54546e-05,0.00018194,9.94435e-05
PWY-7883: anhydromuropeptides recycling II,0.0,0.0,0.0,0.0,1.15619e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7942: 5-oxo-L-proline metabolism,0.0,0.0,0.0,0.0,5.738e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
